subject,catalog_nbr,units_maximum,course_title_long,prereq,hub
QSTAC,841,3.0,Advanced Accounting,"QST AC848 previous or concurrent - Examines accounting principles and practices related to business combinations and foreign operations (accounting for mergers and acquisitions, constructing consolidated financial statements, recording foreign currency transactions and hedging exchange risk, translating foreign subsidiaries' local currency financial statements), business segments, reporting for local governments, and the impact of the SEC and international standards on financial reporting",
QSTAC,847,3.0,Intermediate Accounting 1,"QST AC710 or 711 - Topics covered: 1) Review of generally accepted accounting principles, especially matching concept and revenue recognition rules",
QSTAC,848,3.0,Intermediate Accounting 2,"(QSTAC847) - This course focuses on the recognition and measurement of issues in accounting related to income taxes, lease obligations, and pension liabilities and equity",
QSTAC,860,3.0,Accounting Risk Management,,
QSTAC,865,3.0,Auditing Issues & Problems,"QST AC848 (previous or concurrent) - Introduces the basic concepts underlying auditing and assurance services (including materiality, audit risk, and evidence) and demonstrates how to apply those concepts to audit and assurance services through financial statement audits",
QSTAC,869,3.0,Principles of Income Taxation 1,"QST AC847 (previous or concurrent) - Federal income tax law common to all taxpayers--individuals, partnerships, corporations",
QSTAC,879,3.0,Income Taxation II,"(QSTAC869) - Certain common and special Federal tax laws for individuals, partnerships, corporations, estates, trusts, and miscellaneous entities",
QSTAC,895,4.0,Action Learning Directed Study in Accounting,,
QSTAC,898,4.0,Directed Study: Accounting,consent of instructor and the department chair - Graduate-level directed study in Accounting,
QSTAC,899,4.0,Directed Study: Accounting,consent of instructor and the department chair - Graduate-level directed study in Accounting,
QSTAC,901,4.0,Introduction to Accounting Research,,
QSTAC,909,4.0,Contemporary Accounting Topics,,
QSTAC,918,4.0,Financial Accounting Research,,
QSTAC,919,4.0,Managerial and Cost Accounting,,
QSTAC,990,1.0,Current Topics Seminar,,
QSTAC,998,4.0,Directed Study: Accounting,consent of instructor and the department chair - PhD-level directed study in Accounting,
QSTAC,999,4.0,Directed Study: Accounting,consent of instructor and the department chair - PhD-level directed study in Accounting,
QSTBA,221,4.0,Introduction to Data and Business Analytics,,
QSTBA,222,4.0,Modeling Business Decisions and Market Outcomes with Spreadsheets and Statistical Programming,QSTBA 221,
QSTBA,223,4.0,Business Modeling with Spreadsheets,,
QSTBA,305,4.0,Business Decision-Making with Data,"QST BA222 or QST QM222 and either CAS CS111 or CDS DS110 - Explores advanced business analytics topics, including risk and uncertainty, optimization, decision analysis, multi-attributes objective functions, and time tradeoffs",
QSTBA,320,4.0,Health Analytics,,
QSTBA,325,4.0,Sports Analytics,,
QSTBA,472,4.0,Business Experiments and Causal Methods,CASCS108 or CASCS111 or CDS DS110 or QST BA222 - Formerly MK472,
QSTBA,476,4.0,Machine Learning for Business Analytics,CAS CS108 or CAS CS111 or CDS DS110 or QST BA222 - Formerly MK476,
QSTBA,510,4.0,Neural Networks and AI: From Foundations to Generative Models,,
QSTBA,572,4.0,Business Experiments and Causal Methods,CASCS 108 or CASCS 111 or CDSDS 110 or QSTBA 222 - Formerly BA472,
QSTBA,576,4.0,Machine Learning for Business Analytics,CAS CS108 or CAS CS111 or CDS DS110 or QST BA222 - Formerly BA476,
QSTBA,600,0.0,Introduction to Programming with Python,,
QSTBA,602,0.0,Fundamentals of Data Analysis and Statistics,,
QSTBA,755,4.0,"Describing, Analyzing, and Using Data",,
QSTBA,765,4.0,Introduction to Programming for Data Science,,
QSTBA,770,3.0,Business Analytics Toolbox,,
QSTBA,775,4.0,Business Analytics Toolbox,"QSTBA 600, QSTBA 602",
QSTBA,777,3.0,Business Analytics Toolbox,QSTBA600,
QSTBA,780,3.0,Introduction to Data Analytics,QSTBA 600 and QSTBA 602,
QSTBA,810,3.0,Supervised Machine Learning,"QSTBA 600, QSTBA 602, QSTBA 780",
QSTBA,815,3.0,Competing with Analytics,,
QSTBA,820,3.0,Unsupervised and Unstructured Machine Learning,"QSTBA 600, QSTBA 602, QSTBA 780, QSTBA 810",
QSTBA,830,3.0,Business Experimentation and Causal Methods,"QSTBA 600, QSTBA 602, QSTBA 780, QSTBA 810",
QSTBA,840,3.0,Data Ethics: Analytics in Social Context,,
QSTBA,843,3.0,Big Data Analytics for Business,"QSTBA 600, QSTBA 602, QSTBA 780, QSTBA 810, QSTBA 820",
QSTBA,860,3.0,Marketing Analytics,"QSTBA 600, QSTBA 602, QSTBA 780, QSTBA 810, QSTBA 820, QSTBA 830",
QSTBA,865,3.0,Neural Networks in Business: From Foundations to Generative AI,"QSTBA 600, QSTBA 602, QSTBA 780, QSTBA 810, QSTBA 820",
QSTBA,870,3.0,Financial Analytics,,
QSTBA,875,3.0,Operations and Supply Chain Analytics,,
QSTBA,878,3.0,Machine Learning and Data Infrastructure in Health Care,,
QSTBA,880,3.0,People Analytics,,
QSTBA,881,3.0,Analytics for Customer Strategies,,
QSTBA,882,3.0,Deploying Analytics Pipelines,"QSTBA 600, QSTBA 602, QSTBA 780, QSTBA 810, QSTBA 820",
QSTBA,885,3.0,Advanced Analytics 2,,
QSTBA,886,1.5,Analytical Project 1,,
QSTBA,887,1.5,Analytical Project 2,,
QSTBA,888,3.0,Capstone Project,,
QSTBA,890,1.0,Analytics Practicum,,
QSTBA,891,0.0,Analytics Practicum 2,,
QSTBA,898,4.0,Directed Study: Business Analytics,consent of instructor and the department chair - Graduate-level directed study in Business Analytics,
QSTBA,899,4.0,Directed Study: Business Analytics,consent of instructor and the department chair - Graduate-level directed study in Business Analytics,
QSTBA,998,4.0,DS: Business Analytics,,
QSTBA,999,4.0,DS: Business Analytics,,
QSTBE,101,4.0,Introductory Microeconomics for Business and Strategy,,"Critical Thinking, Ethical Reasoning, Social Inquiry I"
QSTBE,102,4.0,Introduction to Macroeconomics for Business,CASEC 101 or QSTBE 101,
QSTBE,325,4.0,Strategy in the Health and Life Science Sector,,
QSTBE,350,4.0,The Psychology of Decision Making: Implications for Business and Public Policy,,"Social Inquiry II, Critical Thinking"
QSTBE,720,3.0,"Organizations, Markets, and Society",,
QSTBE,721,3.0,Economics and Management Decisions,,
QSTBE,834,3.0,Macroeconomics in the Global Environment,,
QSTBE,845,3.0,Improving Your Decisions,,
QSTBE,945,3.0,Doctoral Seminar in Behavioral Economics,,
QSTDS,850,0.5,Management Internship,,
QSTDS,889,3.0,DS: Cross Enrollment,,
QSTDS,904,4.0,Statistics and Econometrics for Doctoral Students in Business,,
QSTDS,906,4.0,Fundamentals of Research and the Philosophies of Science (previously MK912),,
QSTDS,907,4.0,"Teaching, Publishing, and Dissemination of Knowledge",,
QSTDS,909,1.0,TLS TCHNG MGMT,,
QSTDS,911,4.0,Seminar in Macro Organizational Theory,,
QSTDS,913,4.0,Experimental Design and Methods,,
QSTDS,915,2.0,Pro Seminar 1,,
QSTDS,916,2.0,Pro Seminar II,,
QSTDS,919,4.0,Machine Learning Method for Social Science Research,,
QSTDS,921,4.0,Behavioral Science Writing Seminar,,
QSTDS,923,4.0,Research Seminar,,
QSTDS,925,4.0,Methods for Causal Inference in Strategy Research,,
QSTDS,929,4.0,Analytical Modeling for Business Research,,
QSTDS,999,2.0,Doctoral Dissertation Study,,
QSTEM,700,4.0,Residence Week 1: Leadership Challenges and Competencies,,
QSTEM,705,2.0,Introduction to EMBA,,
QSTEM,710,2.0,Quantitative Toolkit,,
QSTEM,715,8.0,Comprehending the Environment,,
QSTEM,720,0.0,Career Development,,
QSTEM,723,0.5,Negotiations,,
QSTEM,740,4.0,Residence Week 2: Law and Ethics,,
QSTEM,745,8.0,Understanding Organizations,,
QSTEM,755,10.0,Creating Value in the Market,,
QSTEM,765,2.0,Global Perspectives,,
QSTEM,771,0.5,Special Topics,,
QSTEM,772,0.5,STRAT ENVR SUST,,
QSTEM,773,0.5,NEGOTIAT ESSNTL,,
QSTEM,774,0.5,DIGITAL INNOV,,
QSTEM,775,8.0,Entrepreneurship,,
QSTEM,776,1.0,"Special Topics in Finance: Private Equity, Leveraged Buyouts and Valuation Models",,
QSTEM,778,1.0,Sales Strategy,,
QSTEM,780,1.0,Virtual Team Management,,
QSTEM,800,4.0,Residence Week 5: Leadership Challenges and Competencies II,,
QSTEM,810,4.0,Residence Week 3: Innovation and Change,,
QSTEM,830,4.0,Residence Week 4: The Global Environment: International Field Seminar,,
QSTEM,840,4.0,Collaboration Skills,,
QSTEN,541,4.0,ENTP MGMT,,
QSTEN,542,4.0,NORWGN INTP,,
QSTEN,550,2.0,LDNG ENTRP VENT,,
QSTEN,551,4.0,ENTRP STRATEGY,,
QSTEN,552,4.0,ENTRP MARKETING,,
QSTEN,554,4.0,Entrepreneurial Finance,,
QSTEN,555,4.0,Leading Entrepreneurial Ventures,,
QSTEN,556,4.0,INTL ENTRP,,
QSTEN,557,2.0,The Capstone Experience,,
QSTEN,558,4.0,GRAD DPLMA INT,,
QSTEN,559,4.0,Transforming Sales Strategy,,
QSTEN,560,2.0,GROWING FAM BUS,,
QSTEN,561,4.0,STRATEGY & ENTR,,
QSTEN,562,4.0,MKTG AND SALES,,
QSTEN,563,4.0,ENTR LDRSHP&ORG,,
QSTEN,564,4.0,ENTRPL FINANCE,,
QSTEN,671,4.0,INTL ENTRPRNSHP,,
QSTEN,672,4.0,INTRNSHP PRACTM,,
QSTES,90,0.0,Ascend Seminar,,
QSTES,110,1.0,Explore Your Career,,
QSTES,210,1.0,Build Your Career Toolkit,QST ES110 - Builds upon ES110 to provide students with fundamental tools to assist them with individual career management,
QSTES,215,2.0,Explore Your Career and Build Your Toolkit,Sophomore standing,
QSTES,275,4.0,Management Communications,QST SM131 and QST SM132; CAS WR100; sophomore standing,"Writing, Research, and Inquiry, Oral and/or Signed Communication, Research and Information Literacy"
QSTES,310,1.0,Implement Your Career Plan,QST ES210 or QST ES215 - Questrom students only,
QSTES,498,4.0,Directed Study in Executive Skills,,
QSTES,605,0.0,Y1 PRIM PORT,,
QSTES,606,0.0,Portfolio Seminar II,,
QSTES,607,1.0,MANAGING CAREER,,
QSTES,608,1.0,EXECUTIVE COMM,,
QSTES,610,1.5,Communications in Finance,,
QSTES,611,1.5,Careers in Finance,,
QSTES,625,0.0,Y1 SECD PORT,,
QSTES,626,0.0,Y1 SECD PORT,,
QSTES,700,1.0,Executive Presentation,,
QSTES,701,1.0,Executive Written Communication,,
QSTES,707,1.0,Career Management,,
QSTES,710,1.0,Teaming,,
QSTES,720,1.0,Management Communication,,
QSTES,721,0.0,Teaming,,
QSTES,722,0.0,Executive Communication,,
QSTES,723,0.0,Career Management,,
QSTES,724,1.0,Professional Skills,,
QSTES,726,0.0,Y2 SECD PORT,,
QSTES,727,1.0,Business Communication,,
QSTES,729,1.5,Storytelling with Data,,
QSTES,730,1.5,Leadership Communication,,
QSTES,735,0.5,Team Coaching,,
QSTES,740,2.0,Leadership Communication,,
QSTES,750,0.5,Leadership Through Collaboration,,
QSTES,870,1.5,The Art of Persuasion,(QSTES700 OR QSTES701 OR QSTES722) - Persuasion is essential to success in our professional lives,
QSTES,871,1.5,Communicate Like a Consultant,(QSTES722 & QSTES700 & QSTES701) - Persuasion is a critical skill needed for career advancement in every management profession,
QSTES,872,1.5,Entrepreneur's Communication Playbook,"ES700, ES701,ES730, or ES740 - Persuasion pervades every crevice of successful entrepreneurial lives",
QSTES,898,4.0,Directed Study in Executive Skills,consent of instructor and the department chair - Graduate-level directed study in Executive Skills,
QSTES,899,4.0,Directed Study in Executive Skills,consent of instructor and the department chair - Graduate-level directed study in Executive Skills,
QSTFE,101,2.0,Introduction to Finance,SM131 previous (for Questrom freshmen) or concurrent (all others),
QSTFE,200,4.0,Principles of Finance,QST SM132; and QST AC221,
QSTFE,223,4.0,Introduction to Corporate Finance,QSTAC 221; sophomore standing,
QSTFE,323,4.0,Introduction to Corporate Finance,"Questrom students only: QST AC221; MO221; QM221; QM222 or BA222; SM131; SM132; SM275 - Component of QST SM323, The Cross Functional Core",
QSTFE,342,4.0,"Money, Financial Markets, and Economic Activity",QSTSM132 OR QSTFE 223 and sophomore standing - The financial system and its functions,
QSTFE,427,4.0,International Financial Management,(QSTFE 445 OR QSTFE 449) - Managing financial risk in the global environment,
QSTFE,429,4.0,"Futures, Options, and Financial Risk Management","(QSTFE445) - Covers the theory of futures pricing and option pricing, and applies the theory to develop a framework for analyzing hedging and investment decisions using futures and options",
QSTFE,433,4.0,ESG Investing,"(QSTFE323) - The aim of this course is to analyze and illustrate what investors can do to grasp the environmental and social challenges (i) by redirecting financial flows towards projects supporting and strengthening sustainable development, as well as (ii) controlling and mitigating the ESG-related financial risks",
QSTFE,442,4.0,"Money, Financial Markets, and Economic Activity",QST FE323 - The financial system and its functions,
QSTFE,445,4.0,Investment Analysis and Portfolio Management,(QSTFE323) - Introduction to the investment management process,
QSTFE,449,4.0,Corporate Financial Management,(QSTFE323) - Covers the financial manager's role in obtaining and allocating funds,
QSTFE,450,4.0,Private Equity: Leveraged Buyouts,"(QSTFE445 or 449) - Exposes students to, and demystifies, the world of Private Equity (PE)",
QSTFE,454,4.0,Investment Banking,"(QSTFE 323) - Provides an overview of the economic functions provided by investment banks including a history of the industry, current events, and the difference between large, full service investment banks and smaller, boutique firms",
QSTFE,455,4.0,Financing New Ventures,"(QSTFE 223 or QSTSM 132 or QSTSI 250 or QSTSI 480 or COMFT 591, or SHAHF 307) and Sophomore standing - Students will be expected to have mastered key finance concepts including financial statement analysis, NPV, IRR and basic option pricing theory prior to entering the course",
QSTFE,456,4.0,Fixed Income Analysis,"(QSTFE323) - Covers the analytic techniques used in fixed-income markets to value and measure risk on traditional fixed-rate bonds, floating-rate notes, bonds having embedded options (callable and putable bonds), structured notes, and interest rate derivatives used to manage bond portfolios (primarily interest rate swaps, caps, and floors)",
QSTFE,457,4.0,Credit Analysis,,
QSTFE,458,4.0,Equities and Securities Analysis,(QSTFE323) - Students will be taught the fundamental skills in how to analyze a company and determine its suitability for investment,
QSTFE,459,4.0,Programming for Investments,"CAS CS108 or CS111; QST FE445 - The course will teach students how to use computational techniques to implement financial algorithms for security pricing and risk analysis including, bonds, stocks, and options",
QSTFE,460,4.0,Equity Analysis for Strategic Decision Making,(QSTFE323) - This course is specifically designed to appeal to students who have a strong interest in both strategy and financial analysis,
QSTFE,462,4.0,Business Valuation,,
QSTFE,469,4.0,Real Estate Finance,(QSTFE323) - Provides an introduction to and an understanding of real estate finance,
QSTFE,498,4.0,Directed Study: Finance,,
QSTFE,560,4.0,Behavioral Finance and Incentives in Financial Markets,QSTFE 223 or QSTFE 323 or QSTFE 723,
QSTFE,601,0.0,MSF Launch,,
QSTFE,605,2.0,TPCS FIN MGMT,,
